Bonus,CARS,TRACKS,CHAMPS,ALLPRD,NODENT,EASYCAR
1670,ODCHHS,KUPYZF,LSXYHY,WLNSLP,YPJXCJ,IFTVRU
1671,KUPHHS,ODCYZF,WLNYHY,LSXSLP,IFTXCJ,YPJVRU
1672,DDYHHS,NPXYZF,MJUYHY,TLYSLP,OSAXCJ,RFIVRU
1673,NPXHHS,DDYYZF,TLYYHY,MJUSLP,RFIXCJ,OSAVRU
1674,LWRHHS,USKYZF,RFIYHY,OSASLP,TLYXCJ,MJUVRU
1675,USKHHS,LWRYZF,OSAYHY,RFISLP,MJUXCJ,TLYVRU
1676,MJUHHS,TLYYZF,DDYYHY,NPXSLP,USKXCJ,LWRVRU
1677,TLYHHS,MJUYZF,NPXYHY,DDYSLP,LWRXCJ,USKVRU
1678,RFIHHS,OSAYZF,LWRYHY,USKSLP,NPXXCJ,DDYVRU
1679,OSAHHS,RFIYZF,USKYHY,LWRSLP,DDYXCJ,NPXVRU
1680,FNJHHS,IHHYZF,MMMYHY,LJLSLP,QTRXCJ,LSDVRU
1681,IHHHHS,FNJYZF,LJLYHY,MMMSLP,LSDXCJ,QTRVRU
1682,HZCHHS,SAFYZF,LSDYHY,QTRSLP,LJLXCJ,MMMVRU
1683,SAFHHS,HZCYZF,QTRYHY,LSDSLP,MMMXCJ,LJLVRU
1684,MMMHHS,LJLYZF,FNJYHY,IHHSLP,SAFXCJ,HZCVRU
1685,LJLHHS,MMMYZF,IHHYHY,FNJSLP,HZCXCJ,SAFVRU
1686,LSDHHS,QTRYZF,HZCYHY,SAFSLP,IHHXCJ,FNJVRU
1687,QTRHHS,LSDYZF,SAFYHY,HZCSLP,FNJXCJ,IHHVRU
1688,BDVHHS,DJEYZF,MVQYHY,TLHSLP,CZIXCJ,LUBVRU
1689,DJEHHS,BDVYZF,TLHYHY,MVQSLP,LUBXCJ,CZIVRU
1690,XCCHHS,XQIYZF,LUBYHY,CZISLP,TLHXCJ,MVQVRU
1691,XQIHHS,XCCYZF,CZIYHY,LUBSLP,MVQXCJ,TLHVRU
1692,MVQHHS,TLHYZF,BDVYHY,DJESLP,XQIXCJ,XCCVRU
1693,TLHHHS,MVQYZF,DJEYHY,BDVSLP,XCCXCJ,XQIVRU
1694,LUBHHS,CZIYZF,XCCYHY,XQISLP,DJEXCJ,BDVVRU
1695,CZIHHS,LUBYZF,XQIYHY,XCCSLP,BDVXCJ,DJEVRU
1696,TMYHHS,XKIYZF,LQJYHY,EWVSLP,VIBXCJ,OAPVRU
1697,XKIHHS,TMYYZF,EWVYHY,LQJSLP,OAPXCJ,VIBVRU
1698,ZROHHS,FNZYZF,OAPYHY,VIBSLP,EWVXCJ,LQJVRU
1699,FNZHHS,ZROYZF,VIBYHY,OAPSLP,LQJXCJ,EWVVRU
1700,BAAYZF,FACHHS,HSBSLP,WOYYHY,VFCVRU,YUPXCJ
1701,FACYZF,BAAHHS,WOYSLP,HSBYHY,YUPVRU,VFCXCJ
1702,ZEUYZF,ZNZHHS,YUPSLP,VFCYHY,WOYVRU,HSBXCJ
1703,ZNZYZF,ZEUHHS,VFCSLP,YUPYHY,HSBVRU,WOYXCJ
1704,HSBYZF,WOYHHS,BAASLP,FACYHY,ZNZVRU,ZEUXCJ
1705,WOYYZF,HSBHHS,FACSLP,BAAYHY,ZEUVRU,ZNZXCJ
1706,YUPYZF,VFCHHS,ZEUSLP,ZNZYHY,FACVRU,BAAXCJ
1707,VFCYZF,YUPHHS,ZNZSLP,ZEUYHY,BAAVRU,FACXCJ
1708,IFFYZF,VKRHHS,YOOSLP,FYWYHY,FGZVRU,FMXXCJ
1709,VKRYZF,IFFHHS,FYWSLP,YOOYHY,FMXVRU,FGZXCJ
1710,SLDYZF,GLFHHS,FMXSLP,FGZYHY,FYWVRU,YOOXCJ
1711,GLFYZF,SLDHHS,FGZSLP,FMXYHY,YOOVRU,FYWXCJ
1712,YOOYZF,FYWHHS,IFFSLP,VKRYHY,GLFVRU,SLDXCJ
1713,FYWYZF,YOOHHS,VKRSLP,IFFYHY,SLDVRU,GLFXCJ
1714,FMXYZF,FGZHHS,SLDSLP,GLFYHY,VKRVRU,IFFXCJ
1715,FGZYZF,FMXHHS,GLFSLP,SLDYHY,IFFVRU,VKRXCJ
1716,SHHYZF,FZYHHS,YHYSLP,PLSYHY,JCXVRU,URVXCJ
1717,FZYYZF,SHHHHS,PLSSLP,YHYYHY,URVVRU,JCXXCJ
1718,LWHYZF,RWMHHS,URVSLP,JCXYHY,PLSVRU,YHYXCJ
1719,RWMYZF,LWHHHS,JCXSLP,URVYHY,YHYVRU,PLSXCJ
1720,YHYYZF,PLSHHS,SHHSLP,FZYYHY,RWMVRU,LWHXCJ
1721,PLSYZF,YHYHHS,FZYSLP,SHHYHY,LWHVRU,RWMXCJ
1722,URVYZF,JCXHHS,LWHSLP,RWMYHY,FZYVRU,SHHXCJ
1723,JCXYZF,URVHHS,RWMSLP,LWHYHY,SHHVRU,FZYXCJ
1724,LJFYZF,LEZHHS,RBBSLP,NIQYHY,AERVRU,PYGXCJ
1725,LEZYZF,LJFHHS,NIQSLP,RBBYHY,PYGVRU,AERXCJ
1726,HXUYZF,JDRHHS,PYGSLP,AERYHY,NIQVRU,RBBXCJ
1727,JDRYZF,HXUHHS,AERSLP,PYGYHY,RBBVRU,NIQXCJ
1728,RBBYZF,NIQHHS,LJFSLP,LEZYHY,JDRVRU,HXUXCJ
1729,NIQYZF,RBBHHS,LEZSLP,LJFYHY,HXUVRU,JDRXCJ
1730,PYGYZF,AERHHS,HXUSLP,JDRYHY,LEZVRU,LJFXCJ
1731,AERYZF,PYGHHS,JDRSLP,HXUYHY,LJFVRU,LEZXCJ
1732,EFIYZF,BQYHHS,TYKSLP,UNTYHY,PVAVRU,IEMXCJ
1733,BQYYZF,EFIHHS,UNTSLP,TYKYHY,IEMVRU,PVAXCJ
1734,MCWYZF,AHHHHS,IEMSLP,PVAYHY,UNTVRU,TYKXCJ
1735,AHHYZF,MCWHHS,PVASLP,IEMYHY,TYKVRU,UNTXCJ
1736,TYKYZF,UNTHHS,EFISLP,BQYYHY,AHHVRU,MCWXCJ
1737,UNTYZF,TYKHHS,BQYSLP,EFIYHY,MCWVRU,AHHXCJ
1738,IEMYZF,PVAHHS,MCWSLP,AHHYHY,BQYVRU,EFIXCJ
1739,PVAYZF,IEMHHS,AHHSLP,MCWYHY,EFIVRU,BQYXCJ
1740,FCMYZF,OKTHHS,ZUPSLP,AFFYHY,UYRVRU,HKAXCJ
1741,OKTYZF,FCMHHS,AFFSLP,ZUPYHY,HKAVRU,UYRXCJ
1742,JOYYZF,LTNHHS,HKASLP,UYRYHY,AFFVRU,ZUPXCJ
1743,LTNYZF,JOYHHS,UYRSLP,HKAYHY,ZUPVRU,AFFXCJ
1744,ZUPYZF,AFFHHS,FCMSLP,OKTYHY,LTNVRU,JOYXCJ
1745,AFFYZF,ZUPHHS,OKTSLP,FCMYHY,JOYVRU,LTNXCJ
1746,HKAYZF,UYRHHS,JOYSLP,LTNYHY,OKTVRU,FCMXCJ
1747,UYRYZF,HKAHHS,LTNSLP,JOYYHY,FCMVRU,OKTXCJ
1748,CDFYZF,FAEHHS,NSCSLP,ARRYHY,OLDVRU,KSLXCJ
1749,FAEYZF,CDFHHS,ARRSLP,NSCYHY,KSLVRU,OLDXCJ
1750,ZJEYZF,DDZHHS,KSLSLP,OLDYHY,ARRVRU,NSCXCJ
1751,DDZYZF,ZJEHHS,OLDSLP,KSLYHY,NSCVRU,ARRXCJ
1752,NSCYZF,ARRHHS,CDFSLP,FAEYHY,DDZVRU,ZJEXCJ
1753,ARRYZF,NSCHHS,FAESLP,CDFYHY,ZJEVRU,DDZXCJ
1754,KSLYZF,OLDHHS,ZJESLP,DDZYHY,FAEVRU,CDFXCJ
1755,OLDYZF,KSLHHS,DDZSLP,ZJEYHY,CDFVRU,FAEXCJ
1756,MKWYZF,ZVIHHS,MZDSLP,RCVYHY,FBMVRU,ZFMXCJ
1757,ZVIYZF,MKWHHS,RCVSLP,MZDYHY,ZFMVRU,FBMXCJ
1758,DUWYZF,USRHHS,ZFMSLP,FBMYHY,RCVVRU,MZDXCJ
1759,USRYZF,DUWHHS,FBMSLP,ZFMYHY,MZDVRU,RCVXCJ
1760,MZDYZF,RCVHHS,MKWSLP,ZVIYHY,USRVRU,DUWXCJ
1761,RCVYZF,MZDHHS,ZVISLP,MKWYHY,DUWVRU,USRXCJ
1762,ZFMYZF,FBMHHS,DUWSLP,USRYHY,ZVIVRU,MKWXCJ
1763,FBMYZF,ZFMHHS,USRSLP,DUWYHY,MKWVRU,ZVIXCJ
1764,IFTYZF,YPJHHS,DHMSLP,LJQYHY,KUPVRU,ODCXCJ
1765,YPJYZF,IFTHHS,LJQSLP,DHMYHY,ODCVRU,KUPXCJ
1766,LSXYZF,WLNHHS,ODCSLP,KUPYHY,LJQVRU,DHMXCJ
1767,WLNYZF,LSXHHS,KUPSLP,ODCYHY,DHMVRU,LJQXCJ
1768,DHMYZF,LJQHHS,IFTSLP,YPJYHY,WLNVRU,LSXXCJ
1769,LJQYZF,DHMHHS,YPJSLP,IFTYHY,LSXVRU,WLNXCJ
1770,ODCYZF,KUPHHS,LSXSLP,WLNYHY,YPJVRU,IFTXCJ
1771,KUPYZF,ODCHHS,WLNSLP,LSXYHY,IFTVRU,YPJXCJ
1772,DDYYZF,NPXHHS,MJUSLP,TLYYHY,OSAVRU,RFIXCJ
1773,NPXYZF,DDYHHS,TLYSLP,MJUYHY,RFIVRU,OSAXCJ
1774,LWRYZF,USKHHS,RFISLP,OSAYHY,TLYVRU,MJUXCJ
1775,USKYZF,LWRHHS,OSASLP,RFIYHY,MJUVRU,TLYXCJ
1776,MJUYZF,TLYHHS,DDYSLP,NPXYHY,USKVRU,LWRXCJ
1777,TLYYZF,MJUHHS,NPXSLP,DDYYHY,LWRVRU,USKXCJ
1778,RFIYZF,OSAHHS,LWRSLP,USKYHY,NPXVRU,DDYXCJ
1779,OSAYZF,RFIHHS,USKSLP,LWRYHY,DDYVRU,NPXXCJ
1780,FNJYZF,IHHHHS,MMMSLP,LJLYHY,QTRVRU,LSDXCJ
1781,IHHYZF,FNJHHS,LJLSLP,MMMYHY,LSDVRU,QTRXCJ
1782,HZCYZF,SAFHHS,LSDSLP,QTRYHY,LJLVRU,MMMXCJ
1783,SAFYZF,HZCHHS,QTRSLP,LSDYHY,MMMVRU,LJLXCJ
1784,MMMYZF,LJLHHS,FNJSLP,IHHYHY,SAFVRU,HZCXCJ
1785,LJLYZF,MMMHHS,IHHSLP,FNJYHY,HZCVRU,SAFXCJ
1786,LSDYZF,QTRHHS,HZCSLP,SAFYHY,IHHVRU,FNJXCJ
1787,QTRYZF,LSDHHS,SAFSLP,HZCYHY,FNJVRU,IHHXCJ
1788,BDVYZF,DJEHHS,MVQSLP,TLHYHY,CZIVRU,LUBXCJ
1789,DJEYZF,BDVHHS,TLHSLP,MVQYHY,LUBVRU,CZIXCJ
1790,XCCYZF,XQIHHS,LUBSLP,CZIYHY,TLHVRU,MVQXCJ
1791,XQIYZF,XCCHHS,CZISLP,LUBYHY,MVQVRU,TLHXCJ
1792,MVQYZF,TLHHHS,BDVSLP,DJEYHY,XQIVRU,XCCXCJ
1793,TLHYZF,MVQHHS,DJESLP,BDVYHY,XCCVRU,XQIXCJ
1794,LUBYZF,CZIHHS,XCCSLP,XQIYHY,DJEVRU,BDVXCJ
1795,CZIYZF,LUBHHS,XQISLP,XCCYHY,BDVVRU,DJEXCJ
1796,TMYYZF,XKIHHS,LQJSLP,EWVYHY,VIBVRU,OAPXCJ
1797,XKIYZF,TMYHHS,EWVSLP,LQJYHY,OAPVRU,VIBXCJ
1798,ZROYZF,FNZHHS,OAPSLP,VIBYHY,EWVVRU,LQJXCJ
1799,FNZYZF,ZROHHS,VIBSLP,OAPYHY,LQJVRU,EWVXCJ
1800,BAAHWL,FACMWR,HSBVRU,WOYXCJ,VFCSLP,YUPYHY
1801,FACHWL,BAAMWR,WOYVRU,HSBXCJ,YUPSLP,VFCYHY
1802,ZEUHWL,ZNZMWR,YUPVRU,VFCXCJ,WOYSLP,HSBYHY
1803,ZNZHWL,ZEUMWR,VFCVRU,YUPXCJ,HSBSLP,WOYYHY
1804,HSBHWL,WOYMWR,BAAVRU,FACXCJ,ZNZSLP,ZEUYHY
1805,WOYHWL,HSBMWR,FACVRU,BAAXCJ,ZEUSLP,ZNZYHY
1806,YUPHWL,VFCMWR,ZEUVRU,ZNZXCJ,FACSLP,BAAYHY
1807,VFCHWL,YUPMWR,ZNZVRU,ZEUXCJ,BAASLP,FACYHY
1808,IFFHWL,VKRMWR,YOOVRU,FYWXCJ,FGZSLP,FMXYHY
1809,VKRHWL,IFFMWR,FYWVRU,YOOXCJ,FMXSLP,FGZYHY
1810,SLDHWL,GLFMWR,FMXVRU,FGZXCJ,FYWSLP,YOOYHY
1811,GLFHWL,SLDMWR,FGZVRU,FMXXCJ,YOOSLP,FYWYHY
1812,YOOHWL,FYWMWR,IFFVRU,VKRXCJ,GLFSLP,SLDYHY
1813,FYWHWL,YOOMWR,VKRVRU,IFFXCJ,SLDSLP,GLFYHY
1814,FMXHWL,FGZMWR,SLDVRU,GLFXCJ,VKRSLP,IFFYHY
1815,FGZHWL,FMXMWR,GLFVRU,SLDXCJ,IFFSLP,VKRYHY
1816,SHHHWL,FZYMWR,YHYVRU,PLSXCJ,JCXSLP,URVYHY
1817,FZYHWL,SHHMWR,PLSVRU,YHYXCJ,URVSLP,JCXYHY
1818,LWHHWL,RWMMWR,URVVRU,JCXXCJ,PLSSLP,YHYYHY
1819,RWMHWL,LWHMWR,JCXVRU,URVXCJ,YHYSLP,PLSYHY
1820,YHYHWL,PLSMWR,SHHVRU,FZYXCJ,RWMSLP,LWHYHY
1821,PLSHWL,YHYMWR,FZYVRU,SHHXCJ,LWHSLP,RWMYHY
1822,URVHWL,JCXMWR,LWHVRU,RWMXCJ,FZYSLP,SHHYHY
1823,JCXHWL,URVMWR,RWMVRU,LWHXCJ,SHHSLP,FZYYHY
1824,LJFHWL,LEZMWR,RBBVRU,NIQXCJ,AERSLP,PYGYHY
1825,LEZHWL,LJFMWR,NIQVRU,RBBXCJ,PYGSLP,AERYHY
1826,HXUHWL,JDRMWR,PYGVRU,AERXCJ,NIQSLP,RBBYHY
1827,JDRHWL,HXUMWR,AERVRU,PYGXCJ,RBBSLP,NIQYHY
1828,RBBHWL,NIQMWR,LJFVRU,LEZXCJ,JDRSLP,HXUYHY
1829,NIQHWL,RBBMWR,LEZVRU,LJFXCJ,HXUSLP,JDRYHY
1830,PYGHWL,AERMWR,HXUVRU,JDRXCJ,LEZSLP,LJFYHY
1831,AERHWL,PYGMWR,JDRVRU,HXUXCJ,LJFSLP,LEZYHY
1832,EFIHWL,BQYMWR,TYKVRU,UNTXCJ,PVASLP,IEMYHY
1833,BQYHWL,EFIMWR,UNTVRU,TYKXCJ,IEMSLP,PVAYHY
1834,MCWHWL,AHHMWR,IEMVRU,PVAXCJ,UNTSLP,TYKYHY
1835,AHHHWL,MCWMWR,PVAVRU,IEMXCJ,TYKSLP,UNTYHY
1836,TYKHWL,UNTMWR,EFIVRU,BQYXCJ,AHHSLP,MCWYHY
1837,UNTHWL,TYKMWR,BQYVRU,EFIXCJ,MCWSLP,AHHYHY
1838,IEMHWL,PVAMWR,MCWVRU,AHHXCJ,BQYSLP,EFIYHY
1839,PVAHWL,IEMMWR,AHHVRU,MCWXCJ,EFISLP,BQYYHY
1840,FCMHWL,OKTMWR,ZUPVRU,AFFXCJ,UYRSLP,HKAYHY
1841,OKTHWL,FCMMWR,AFFVRU,ZUPXCJ,HKASLP,UYRYHY
1842,JOYHWL,LTNMWR,HKAVRU,UYRXCJ,AFFSLP,ZUPYHY
1843,LTNHWL,JOYMWR,UYRVRU,HKAXCJ,ZUPSLP,AFFYHY
1844,ZUPHWL,AFFMWR,FCMVRU,OKTXCJ,LTNSLP,JOYYHY
1845,AFFHWL,ZUPMWR,OKTVRU,FCMXCJ,JOYSLP,LTNYHY
1846,HKAHWL,UYRMWR,JOYVRU,LTNXCJ,OKTSLP,FCMYHY
1847,UYRHWL,HKAMWR,LTNVRU,JOYXCJ,FCMSLP,OKTYHY
1848,CDFHWL,FAEMWR,NSCVRU,ARRXCJ,OLDSLP,KSLYHY
1849,FAEHWL,CDFMWR,ARRVRU,NSCXCJ,KSLSLP,OLDYHY
1850,ZJEHWL,DDZMWR,KSLVRU,OLDXCJ,ARRSLP,NSCYHY
1851,DDZHWL,ZJEMWR,OLDVRU,KSLXCJ,NSCSLP,ARRYHY
1852,NSCHWL,ARRMWR,CDFVRU,FAEXCJ,DDZSLP,ZJEYHY
1853,ARRHWL,NSCMWR,FAEVRU,CDFXCJ,ZJESLP,DDZYHY
1854,KSLHWL,OLDMWR,ZJEVRU,DDZXCJ,FAESLP,CDFYHY
1855,OLDHWL,KSLMWR,DDZVRU,ZJEXCJ,CDFSLP,FAEYHY
1856,MKWHWL,ZVIMWR,MZDVRU,RCVXCJ,FBMSLP,ZFMYHY
1857,ZVIHWL,MKWMWR,RCVVRU,MZDXCJ,ZFMSLP,FBMYHY
1858,DUWHWL,USRMWR,ZFMVRU,FBMXCJ,RCVSLP,MZDYHY
1859,USRHWL,DUWMWR,FBMVRU,ZFMXCJ,MZDSLP,RCVYHY
1860,MZDHWL,RCVMWR,MKWVRU,ZVIXCJ,USRSLP,DUWYHY
1861,RCVHWL,MZDMWR,ZVIVRU,MKWXCJ,DUWSLP,USRYHY
1862,ZFMHWL,FBMMWR,DUWVRU,USRXCJ,ZVISLP,MKWYHY
1863,FBMHWL,ZFMMWR,USRVRU,DUWXCJ,MKWSLP,ZVIYHY
1864,IFTHWL,YPJMWR,DHMVRU,LJQXCJ,KUPSLP,ODCYHY
1865,YPJHWL,IFTMWR,LJQVRU,DHMXCJ,ODCSLP,KUPYHY
1866,LSXHWL,WLNMWR,ODCVRU,KUPXCJ,LJQSLP,DHMYHY
1867,WLNHWL,LSXMWR,KUPVRU,ODCXCJ,DHMSLP,LJQYHY
1868,DHMHWL,LJQMWR,IFTVRU,YPJXCJ,WLNSLP,LSXYHY
1869,LJQHWL,DHMMWR,YPJVRU,IFTXCJ,LSXSLP,WLNYHY
1870,ODCHWL,KUPMWR,LSXVRU,WLNXCJ,YPJSLP,IFTYHY
1871,KUPHWL,ODCMWR,WLNVRU,LSXXCJ,IFTSLP,YPJYHY
1872,DDYHWL,NPXMWR,MJUVRU,TLYXCJ,OSASLP,RFIYHY
1873,NPXHWL,DDYMWR,TLYVRU,MJUXCJ,RFISLP,OSAYHY
1874,LWRHWL,USKMWR,RFIVRU,OSAXCJ,TLYSLP,MJUYHY
1875,USKHWL,LWRMWR,OSAVRU,RFIXCJ,MJUSLP,TLYYHY
1876,MJUHWL,TLYMWR,DDYVRU,NPXXCJ,USKSLP,LWRYHY
1877,TLYHWL,MJUMWR,NPXVRU,DDYXCJ,LWRSLP,USKYHY
1878,RFIHWL,OSAMWR,LWRVRU,USKXCJ,NPXSLP,DDYYHY
1879,OSAHWL,RFIMWR,USKVRU,LWRXCJ,DDYSLP,NPXYHY
1880,FNJHWL,IHHMWR,MMMVRU,LJLXCJ,QTRSLP,LSDYHY
1881,IHHHWL,FNJMWR,LJLVRU,MMMXCJ,LSDSLP,QTRYHY
1882,HZCHWL,SAFMWR,LSDVRU,QTRXCJ,LJLSLP,MMMYHY
1883,SAFHWL,HZCMWR,QTRVRU,LSDXCJ,MMMSLP,LJLYHY
1884,MMMHWL,LJLMWR,FNJVRU,IHHXCJ,SAFSLP,HZCYHY
1885,LJLHWL,MMMMWR,IHHVRU,FNJXCJ,HZCSLP,SAFYHY
1886,LSDHWL,QTRMWR,HZCVRU,SAFXCJ,IHHSLP,FNJYHY
1887,QTRHWL,LSDMWR,SAFVRU,HZCXCJ,FNJSLP,IHHYHY
1888,BDVHWL,DJEMWR,MVQVRU,TLHXCJ,CZISLP,LUBYHY
1889,DJEHWL,BDVMWR,TLHVRU,MVQXCJ,LUBSLP,CZIYHY
1890,XCCHWL,XQIMWR,LUBVRU,CZIXCJ,TLHSLP,MVQYHY
1891,XQIHWL,XCCMWR,CZIVRU,LUBXCJ,MVQSLP,TLHYHY
1892,MVQHWL,TLHMWR,BDVVRU,DJEXCJ,XQISLP,XCCYHY
1893,TLHHWL,MVQMWR,DJEVRU,BDVXCJ,XCCSLP,XQIYHY
1894,LUBHWL,CZIMWR,XCCVRU,XQIXCJ,DJESLP,BDVYHY
1895,CZIHWL,LUBMWR,XQIVRU,XCCXCJ,BDVSLP,DJEYHY
1896,TMYHWL,XKIMWR,LQJVRU,EWVXCJ,VIBSLP,OAPYHY
1897,XKIHWL,TMYMWR,EWVVRU,LQJXCJ,OAPSLP,VIBYHY
1898,ZROHWL,FNZMWR,OAPVRU,VIBXCJ,EWVSLP,LQJYHY
1899,FNZHWL,ZROMWR,VIBVRU,OAPXCJ,LQJSLP,EWVYHY
1900,BAAMWR,FACHWL,HSBXCJ,WOYVRU,VFCYHY,YUPSLP
1901,FACMWR,BAAHWL,WOYXCJ,HSBVRU,YUPYHY,VFCSLP
1902,ZEUMWR,ZNZHWL,YUPXCJ,VFCVRU,WOYYHY,HSBSLP
1903,ZNZMWR,ZEUHWL,VFCXCJ,YUPVRU,HSBYHY,WOYSLP
1904,HSBMWR,WOYHWL,BAAXCJ,FACVRU,ZNZYHY,ZEUSLP
1905,WOYMWR,HSBHWL,FACXCJ,BAAVRU,ZEUYHY,ZNZSLP
1906,YUPMWR,VFCHWL,ZEUXCJ,ZNZVRU,FACYHY,BAASLP
1907,VFCMWR,YUPHWL,ZNZXCJ,ZEUVRU,BAAYHY,FACSLP
1908,IFFMWR,VKRHWL,YOOXCJ,FYWVRU,FGZYHY,FMXSLP
1909,VKRMWR,IFFHWL,FYWXCJ,YOOVRU,FMXYHY,FGZSLP
1910,SLDMWR,GLFHWL,FMXXCJ,FGZVRU,FYWYHY,YOOSLP
1911,GLFMWR,SLDHWL,FGZXCJ,FMXVRU,YOOYHY,FYWSLP
1912,YOOMWR,FYWHWL,IFFXCJ,VKRVRU,GLFYHY,SLDSLP
1913,FYWMWR,YOOHWL,VKRXCJ,IFFVRU,SLDYHY,GLFSLP
1914,FMXMWR,FGZHWL,SLDXCJ,GLFVRU,VKRYHY,IFFSLP
1915,FGZMWR,FMXHWL,GLFXCJ,SLDVRU,IFFYHY,VKRSLP
1916,SHHMWR,FZYHWL,YHYXCJ,PLSVRU,JCXYHY,URVSLP
1917,FZYMWR,SHHHWL,PLSXCJ,YHYVRU,URVYHY,JCXSLP
1918,LWHMWR,RWMHWL,URVXCJ,JCXVRU,PLSYHY,YHYSLP
1919,RWMMWR,LWHHWL,JCXXCJ,URVVRU,YHYYHY,PLSSLP
1920,YHYMWR,PLSHWL,SHHXCJ,FZYVRU,RWMYHY,LWHSLP
1921,PLSMWR,YHYHWL,FZYXCJ,SHHVRU,LWHYHY,RWMSLP
1922,URVMWR,JCXHWL,LWHXCJ,RWMVRU,FZYYHY,SHHSLP
1923,JCXMWR,URVHWL,RWMXCJ,LWHVRU,SHHYHY,FZYSLP
1924,LJFMWR,LEZHWL,RBBXCJ,NIQVRU,AERYHY,PYGSLP
1925,LEZMWR,LJFHWL,NIQXCJ,RBBVRU,PYGYHY,AERSLP
1926,HXUMWR,JDRHWL,PYGXCJ,AERVRU,NIQYHY,RBBSLP
1927,JDRMWR,HXUHWL,AERXCJ,PYGVRU,RBBYHY,NIQSLP
1928,RBBMWR,NIQHWL,LJFXCJ,LEZVRU,JDRYHY,HXUSLP
1929,NIQMWR,RBBHWL,LEZXCJ,LJFVRU,HXUYHY,JDRSLP
1930,PYGMWR,AERHWL,HXUXCJ,JDRVRU,LEZYHY,LJFSLP
1931,AERMWR,PYGHWL,JDRXCJ,HXUVRU,LJFYHY,LEZSLP
1932,EFIMWR,BQYHWL,TYKXCJ,UNTVRU,PVAYHY,IEMSLP
1933,BQYMWR,EFIHWL,UNTXCJ,TYKVRU,IEMYHY,PVASLP
1934,MCWMWR,AHHHWL,IEMXCJ,PVAVRU,UNTYHY,TYKSLP
1935,AHHMWR,MCWHWL,PVAXCJ,IEMVRU,TYKYHY,UNTSLP
1936,TYKMWR,UNTHWL,EFIXCJ,BQYVRU,AHHYHY,MCWSLP
1937,UNTMWR,TYKHWL,BQYXCJ,EFIVRU,MCWYHY,AHHSLP
1938,IEMMWR,PVAHWL,MCWXCJ,AHHVRU,BQYYHY,EFISLP
1939,PVAMWR,IEMHWL,AHHXCJ,MCWVRU,EFIYHY,BQYSLP
1940,FCMMWR,OKTHWL,ZUPXCJ,AFFVRU,UYRYHY,HKASLP
1941,OKTMWR,FCMHWL,AFFXCJ,ZUPVRU,HKAYHY,UYRSLP
1942,JOYMWR,LTNHWL,HKAXCJ,UYRVRU,AFFYHY,ZUPSLP
1943,LTNMWR,JOYHWL,UYRXCJ,HKAVRU,ZUPYHY,AFFSLP
1944,ZUPMWR,AFFHWL,FCMXCJ,OKTVRU,LTNYHY,JOYSLP
1945,AFFMWR,ZUPHWL,OKTXCJ,FCMVRU,JOYYHY,LTNSLP
1946,HKAMWR,UYRHWL,JOYXCJ,LTNVRU,OKTYHY,FCMSLP
1947,UYRMWR,HKAHWL,LTNXCJ,JOYVRU,FCMYHY,OKTSLP
1948,CDFMWR,FAEHWL,NSCXCJ,ARRVRU,OLDYHY,KSLSLP
1949,FAEMWR,CDFHWL,ARRXCJ,NSCVRU,KSLYHY,OLDSLP
1950,ZJEMWR,DDZHWL,KSLXCJ,OLDVRU,ARRYHY,NSCSLP
1951,DDZMWR,ZJEHWL,OLDXCJ,KSLVRU,NSCYHY,ARRSLP
1952,NSCMWR,ARRHWL,CDFXCJ,FAEVRU,DDZYHY,ZJESLP
1953,ARRMWR,NSCHWL,FAEXCJ,CDFVRU,ZJEYHY,DDZSLP
1954,KSLMWR,OLDHWL,ZJEXCJ,DDZVRU,FAEYHY,CDFSLP
1955,OLDMWR,KSLHWL,DDZXCJ,ZJEVRU,CDFYHY,FAESLP
1956,MKWMWR,ZVIHWL,MZDXCJ,RCVVRU,FBMYHY,ZFMSLP
1957,ZVIMWR,MKWHWL,RCVXCJ,MZDVRU,ZFMYHY,FBMSLP
1958,DUWMWR,USRHWL,ZFMXCJ,FBMVRU,RCVYHY,MZDSLP
1959,USRMWR,DUWHWL,FBMXCJ,ZFMVRU,MZDYHY,RCVSLP
1960,MZDMWR,RCVHWL,MKWXCJ,ZVIVRU,USRYHY,DUWSLP
1961,RCVMWR,MZDHWL,ZVIXCJ,MKWVRU,DUWYHY,USRSLP
1962,ZFMMWR,FBMHWL,DUWXCJ,USRVRU,ZVIYHY,MKWSLP
1963,FBMMWR,ZFMHWL,USRXCJ,DUWVRU,MKWYHY,ZVISLP
1964,IFTMWR,YPJHWL,DHMXCJ,LJQVRU,KUPYHY,ODCSLP
1965,YPJMWR,IFTHWL,LJQXCJ,DHMVRU,ODCYHY,KUPSLP
1966,LSXMWR,WLNHWL,ODCXCJ,KUPVRU,LJQYHY,DHMSLP
1967,WLNMWR,LSXHWL,KUPXCJ,ODCVRU,DHMYHY,LJQSLP
1968,DHMMWR,LJQHWL,IFTXCJ,YPJVRU,WLNYHY,LSXSLP
1969,LJQMWR,DHMHWL,YPJXCJ,IFTVRU,LSXYHY,WLNSLP
1970,ODCMWR,KUPHWL,LSXXCJ,WLNVRU,YPJYHY,IFTSLP
1971,KUPMWR,ODCHWL,WLNXCJ,LSXVRU,IFTYHY,YPJSLP
1972,DDYMWR,NPXHWL,MJUXCJ,TLYVRU,OSAYHY,RFISLP
